COUNTRY,YEAR,QUARTER,UNIT,"Gross domestic product (GDP), Current prices, US dollar","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items_PGDP",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options_PGDP,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities_PGDP"
Albania,2011.0,1.0,% of GDP (annualized),13052000000.0,-4.000414230577687e-06,-1.0298278679512713e-05,0.0,-5.428774247720653e-06,-6.98877648540453e-07
Albania,2011.0,2.0,% of GDP (annualized),13052000000.0,-7.052858713132791e-06,-7.678231002728981e-06,1.2569189177356466e-07,1.6273792303314164e-07,-8.943970404097864e-07
Albania,2011.0,3.0,% of GDP (annualized),13052000000.0,-6.216239690190156e-06,-1.0324897905812426e-05,0.0,-4.984075171574667e-06,1.036039948365026e-06
Albania,2011.0,4.0,% of GDP (annualized),13052000000.0,-8.676447575084282e-06,-9.068127208473801e-06,-2.0616892095081216e-07,2.159195953685259e-06,-2.3248747859523453e-06
Albania,2012.0,1.0,% of GDP (annualized),12470000000.0,-8.060878655234243e-06,-9.874797100734246e-06,-4.667244957127959e-08,-3.6942715489483115e-06,2.077975187218592e-06
Albania,2012.0,2.0,% of GDP (annualized),12470000000.0,-5.8302085024702806e-06,-3.7429412453112204e-06,0.0,3.196256437902489e-06,-1.0892592027316869e-06
Albania,2012.0,3.0,% of GDP (annualized),12470000000.0,-5.021030500277531e-06,-5.363920362716606e-06,0.0,-1.0543361969033247e-06,8.658470327555258e-07
Albania,2012.0,4.0,% of GDP (annualized),12470000000.0,-7.865846192862869e-06,-1.023296219326383e-05,-1.060647654370489e-07,-1.8014372514033674e-06,-4.550386407377707e-07
Albania,2013.0,1.0,% of GDP (annualized),12936000000.0,-4.6773299120235875e-06,-7.43619501466296e-06,9.392228739003189e-08,-3.627850439882798e-06,9.347309384164478e-07
Albania,2013.0,2.0,% of GDP (annualized),12936000000.0,-1.0926059048207642e-05,-1.4663400528118374e-05,4.4025745305335586e-08,-7.994509879160615e-06,4.2175856190671025e-06
Albania,2013.0,3.0,% of GDP (annualized),12936000000.0,-1.25682337334384e-05,-4.797179554356227e-06,0.0,7.661729585277712e-06,2.5468126346957757e-07
Albania,2013.0,4.0,% of GDP (annualized),12936000000.0,-9.72801683866728e-06,-1.078515381300247e-05,-1.0184201743197275e-07,-1.826422957251081e-07,-7.625526263914651e-07
Albania,2014.0,1.0,% of GDP (annualized),13404000000.0,-8.622835256947411e-06,-8.414386378858434e-06,0.0,-2.603567359660379e-07,5.979621738121089e-07
Albania,2014.0,2.0,% of GDP (annualized),13404000000.0,-5.544435852080904e-06,-7.587747242036773e-06,0.0,-4.790366390389137e-06,5.854983177867148e-07
Albania,2014.0,3.0,% of GDP (annualized),13404000000.0,-9.58310788909695e-06,-1.3453376509047606e-05,0.0,-3.281263103279914e-06,-4.7389429749600205e-07
Albania,2014.0,4.0,% of GDP (annualized),13404000000.0,-8.308534474317373e-06,-9.464725023780219e-06,0.0,-5.06784425358102e-06,3.921350786145926e-06
Albania,2015.0,1.0,% of GDP (annualized),11525000000.0,-9.92217356058296e-06,-7.967912637124568e-06,0.0,2.0824604400372644e-06,-2.3138449333747384e-06
Albania,2015.0,2.0,% of GDP (annualized),11525000000.0,-7.537132832691661e-06,-5.429206075991712e-06,0.0,2.684489798614427e-06,-1.9606212290251977e-06
Albania,2015.0,3.0,% of GDP (annualized),11525000000.0,-9.571089475054231e-06,-1.6408243366594363e-05,0.0,-6.934381067245119e-06,1.6667515835140998e-07
Albania,2015.0,4.0,% of GDP (annualized),11525000000.0,-4.562028460403936e-06,-1.3862469116369491e-05,0.0,-4.57305244385129e-06,-4.716744366027165e-06
Albania,2016.0,1.0,% of GDP (annualized),12003000000.0,-4.642653743015653e-06,-6.845361949834808e-07,0.0,-2.726393085599447e-06,4.081510338544214e-06
Albania,2016.0,2.0,% of GDP (annualized),12003000000.0,-9.442187798178786e-06,-8.715518289658469e-06,0.0,-3.9325201263787123e-07,-2.1563005094880412e-07
Albania,2016.0,3.0,% of GDP (annualized),12003000000.0,-1.1253921330273608e-05,-2.7536625944523534e-08,0.0,9.739779019891593e-06,2.1285067621983612e-07
Albania,2016.0,4.0,% of GDP (annualized),12003000000.0,-9.230227482191953e-06,-9.808757185703575e-06,0.0,-4.676058914958761e-06,4.1025630311172215e-06
Albania,2017.0,1.0,% of GDP (annualized),13209000000.0,-6.656572845786818e-06,-7.506540198116509e-06,0.0,1.270114340222548e-06,-4.432663578329363e-06
Albania,2017.0,2.0,% of GDP (annualized),13209000000.0,-7.539110952698494e-06,-4.348447324038631e-06,0.0,3.915237973620171e-06,-7.20235576427613e-07
Albania,2017.0,3.0,% of GDP (annualized),13209000000.0,-1.2100175479422623e-05,-9.276990907132146e-06,0.0,1.745415987933647e-06,1.1108486102133237e-06
Albania,2017.0,4.0,% of GDP (annualized),13209000000.0,-7.89059678790426e-06,-1.5005005007408194e-05,0.0,-8.103094898499844e-06,9.933217048981637e-07
Albania,2018.0,1.0,% of GDP (annualized),15337000000.0,-9.307308898182844e-06,-4.597230972717763e-06,0.0,4.552669249899923e-06,1.7792630333740286e-07
Albania,2018.0,2.0,% of GDP (annualized),15337000000.0,-6.779928071858724e-06,-8.802905968448712e-06,0.0,-5.384042248282348e-06,3.3651040924996857e-06
Albania,2018.0,3.0,% of GDP (annualized),15337000000.0,-8.150395264543498e-06,-5.226346563413593e-06,0.0,2.5443257497955342e-06,3.961007783088531e-07
Albania,2018.0,4.0,% of GDP (annualized),15337000000.0,-7.2918821640477275e-06,-1.6361858313229452e-05,0.0,-2.8854955630175393e-06,-6.043078502966682e-06
Albania,2019.0,1.0,% of GDP (annualized),15582000000.0,-8.814146080642273e-06,-9.339828505418107e-06,0.0,-5.128537910042593e-07,-5.248077452004926e-09
Albania,2019.0,2.0,% of GDP (annualized),15582000000.0,-6.688546245668081e-06,-9.182291977923248e-06,0.0,2.3942266718007964e-08,-2.378361314337056e-06
Albania,2019.0,3.0,% of GDP (annualized),15582000000.0,-7.239971158640539e-06,-3.45128888499932e-06,0.0,1.2619426152164417e-06,2.665464858830838e-06
Albania,2019.0,4.0,% of GDP (annualized),15582000000.0,-7.062402852650491e-06,-2.4250898809523823e-06,0.0,1.1711936481196251e-06,3.689501562700552e-06
Albania,2020.0,1.0,% of GDP (annualized),15271000000.0,-6.401802024670942e-06,-6.407000871341102e-06,0.0,-4.433460910385698e-07,5.814043526127952e-07
Albania,2020.0,2.0,% of GDP (annualized),15271000000.0,-6.601120722600886e-06,-2.8037958067684526e-05,0.0,-1.8735631395793308e-05,-7.515947601293576e-06
Albania,2020.0,3.0,% of GDP (annualized),15271000000.0,-6.837258265716524e-06,-3.34254392937295e-06,0.0,3.4892031344814617e-06,3.248547319835759e-07
Albania,2020.0,4.0,% of GDP (annualized),15271000000.0,-6.86789553653755e-06,-1.8894524253613548e-06,0.0,1.8247729724012417e-07,5.122175228865334e-06
Albania,2021.0,1.0,% of GDP (annualized),18086000000.0,-5.957753636330035e-06,-8.787939760825128e-06,0.0,-5.6747616709582445e-06,3.1979157970121095e-06
Albania,2021.0,2.0,% of GDP (annualized),18086000000.0,-6.039756526226326e-06,-6.880634007887969e-07,0.0,3.418181630972878e-06,2.210070310983245e-06
Albania,2021.0,3.0,% of GDP (annualized),18086000000.0,-6.512265255563575e-06,-4.574692871740869e-06,0.0,-1.3640326601188445e-06,3.7948890291838487e-06
Albania,2021.0,4.0,% of GDP (annualized),18086000000.0,-7.336622514987588e-06,-2.7483566089961783e-05,0.0,-8.624432568637034e-06,-1.1251898917294555e-05
Albania,2022.0,1.0,% of GDP (annualized),19185000000.0,-6.2475217917644e-06,-4.638283285770133e-06,0.0,-1.128875783815481e-06,3.1964935183737294e-06
Albania,2022.0,2.0,% of GDP (annualized),19185000000.0,-6.277037274656653e-06,-5.114326996537566e-06,0.0,-3.1320813333830325e-07,1.717206321406884e-06
Albania,2022.0,3.0,% of GDP (annualized),19185000000.0,-6.2142354920589435e-06,-3.2350807357389184e-06,0.0,1.728707559093663e-06,1.6760107413462122e-06
Albania,2022.0,4.0,% of GDP (annualized),19185000000.0,-7.320074340630697e-06,-6.3368442872035415e-06,0.0,-4.730185526452956e-06,5.941509632525409e-06
Albania,2023.0,1.0,% of GDP (annualized),23388000000.0,-4.778520136822505e-06,-2.7853749620450847e-06,0.0,2.0784791685414848e-06,2.750874336609292e-07
Albania,2023.0,2.0,% of GDP (annualized),23388000000.0,-5.6969920215496986e-06,-1.1195500744247486e-05,0.0,4.137240994830681e-07,-5.715425273506865e-06
Albania,2023.0,3.0,% of GDP (annualized),23388000000.0,-6.498612398205754e-06,6.815073042059969e-07,0.0,2.1128401810265057e-06,5.8206420070781306e-06
Albania,2023.0,4.0,% of GDP (annualized),23388000000.0,-6.254978586223986e-06,-7.150070471629899e-06,0.0,-5.896426988742159e-06,5.595243646857426e-06
Albania,2024.0,1.0,% of GDP (annualized),27259000000.0,-4.501522232179608e-06,-2.83573753896339e-06,0.0,-2.1684676876779266e-07,2.537473651282782e-06
Albania,2024.0,2.0,% of GDP (annualized),27259000000.0,-5.137781778437133e-06,-3.86115723911208e-06,0.0,2.466192132960982e-06,-6.763898085211071e-07
