COUNTRY,YEAR,QUARTER,UNIT,"Gross domestic product (GDP), Current prices, US dollar","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items_PGDP",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options_PGDP,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities_PGDP"
"Afghanistan, Islamic Republic of",2012.0,3.0,% of GDP (annualized),20.293,-197.4030727953501,3504.8441626491895,-5.720334928542197,3875.939359854354,-167.9717894812623
"Afghanistan, Islamic Republic of",2012.0,4.0,% of GDP (annualized),20.293,-165.55245793809945,2732.3636440389887,0.0,2624.870726966225,273.04537501087077
"Afghanistan, Islamic Republic of",2013.0,1.0,% of GDP (annualized),20.17,-412.63881302008525,-2813.1932316593357,0.0,-2911.754741020585,511.2003223813485
"Afghanistan, Islamic Republic of",2013.0,2.0,% of GDP (annualized),20.17,-185.10118076332174,2497.0617381725333,0.0,2108.602271417174,573.5606475187011
"Afghanistan, Islamic Republic of",2013.0,3.0,% of GDP (annualized),20.17,-186.69049320243806,978.1897288771244,0.0,1062.1278242277976,102.75239785176478
"Afghanistan, Islamic Republic of",2013.0,4.0,% of GDP (annualized),20.17,-162.99692024450786,-2334.994583786693,0.0,-2302.3429905739013,130.34532703171976
"Afghanistan, Islamic Republic of",2014.0,1.0,% of GDP (annualized),20.616,-230.02815656677532,110.88127758904753,0.0,134.26182214298117,206.6476120128405
"Afghanistan, Islamic Republic of",2014.0,2.0,% of GDP (annualized),20.616,-188.63169295247576,183.47834135853748,0.0,299.04443385929955,73.06560045170295
"Afghanistan, Islamic Republic of",2014.0,3.0,% of GDP (annualized),20.616,-161.7410160959775,-17.224700159099825,1.0690934759970219,-172.3835706935801,315.83079315446645
"Afghanistan, Islamic Republic of",2014.0,4.0,% of GDP (annualized),20.616,-253.79424906690727,-14.460366270203803,-4.219974488870683,741.5181490740863,335.3618206390532
"Afghanistan, Islamic Republic of",2015.0,1.0,% of GDP (annualized),20.057,-359.29414941554774,-985.6557054867349,-7.086735513702369,-790.3260509113907,300.01599417746024
"Afghanistan, Islamic Republic of",2015.0,2.0,% of GDP (annualized),20.057,-650.8952282025567,508.82707350391786,7.878734057448631,498.2824283352227,718.2159870238621
"Afghanistan, Islamic Republic of",2015.0,3.0,% of GDP (annualized),20.057,-1550.3680541426295,675.6223389467318,-11.360643493024222,1964.5103908475046,310.79254384982204
"Afghanistan, Islamic Republic of",2015.0,4.0,% of GDP (annualized),20.057,-769.6226532307444,9.213548146922651,4.728130789586897,556.7480974597976,279.9761043521065
"Afghanistan, Islamic Republic of",2016.0,1.0,% of GDP (annualized),18.02,-343.0285400209434,1882.2755417575074,-10.10208944065425,1895.0110952442867,413.27678950344506
"Afghanistan, Islamic Republic of",2016.0,2.0,% of GDP (annualized),18.02,-384.03641677516094,-1639.3338241511742,-8.905772847098623,-2063.097290379498,866.0236450065572
"Afghanistan, Islamic Republic of",2016.0,3.0,% of GDP (annualized),18.02,-436.65160455696787,426.248269428151,5.278506261764684,415.80874662308105,465.5052656098646
"Afghanistan, Islamic Republic of",2016.0,4.0,% of GDP (annualized),18.02,-602.8820790295849,264.42475827488573,19.129381939531587,418.5688833069168,463.18012591311435
"Afghanistan, Islamic Republic of",2017.0,1.0,% of GDP (annualized),18.883,-105.4421047956901,309.6498901694922,-1.3599600084970884,-244.97303703985173,775.0436744696797
"Afghanistan, Islamic Republic of",2017.0,2.0,% of GDP (annualized),18.883,-291.38706073884447,-595.0528791689837,-3.419777775411704,439.0939002239984,-641.5532781192883
"Afghanistan, Islamic Republic of",2017.0,3.0,% of GDP (annualized),18.883,-202.07602809934565,-3260.793090522078,1.859190462332801,-2817.573244046645,-250.39885839997459
"Afghanistan, Islamic Republic of",2017.0,4.0,% of GDP (annualized),18.883,-254.20418517743792,731.526468175684,4.36183782898459,1561.738072991815,-509.51004916725526
"Afghanistan, Islamic Republic of",2018.0,1.0,% of GDP (annualized),18.336,-944.8727054550742,348.35367664434773,2.251949226275284,457.2193318375699,961.4964058153491
"Afghanistan, Islamic Republic of",2018.0,2.0,% of GDP (annualized),18.336,-1085.3291197473843,-478.46152767645515,0.0,852.0793256874366,-245.21173361650966
"Afghanistan, Islamic Republic of",2018.0,3.0,% of GDP (annualized),18.336,129.53553971500634,4195.641006392126,0.0,1736.3046118068457,2329.8008548702664
"Afghanistan, Islamic Republic of",2018.0,4.0,% of GDP (annualized),18.336,141.6915020639075,2704.2035227708334,0.0,2495.50416897572,67.00785173119438
"Afghanistan, Islamic Republic of",2019.0,1.0,% of GDP (annualized),18.876,36.15837701630388,-1680.3165113398475,0.0,-1501.9031792107205,-348.7892011809556
"Afghanistan, Islamic Republic of",2019.0,2.0,% of GDP (annualized),18.876,-133.11956552412227,-6.415112408631066,0.0,-200.09378579867598,326.7982389141661
"Afghanistan, Islamic Republic of",2019.0,3.0,% of GDP (annualized),18.876,191.61492172043802,-1941.8259429070924,0.0,-1547.635102952208,-715.007160906139
"Afghanistan, Islamic Republic of",2019.0,4.0,% of GDP (annualized),18.876,-32.85053487816677,3187.0035163354314,2.836766323809366,2632.835180255902,427.1126468771371
"Afghanistan, Islamic Republic of",2020.0,1.0,% of GDP (annualized),20.136,57.819981118537555,-754.0040070228426,-2.7126162460104486,-447.5932589607429,-361.5181129346344
"Afghanistan, Islamic Republic of",2020.0,2.0,% of GDP (annualized),20.136,-8.512410077741478,-504.1318274962058,-4.227667227232221,-5777.093171502543,818.2278058870183
"Afghanistan, Islamic Republic of",2020.0,3.0,% of GDP (annualized),20.136,106.00309590807906,666.5953527536035,2.564768693311999,-965.9429532540723,1523.9704414062855
"Afghanistan, Islamic Republic of",2020.0,4.0,% of GDP (annualized),20.136,326.5790849828248,3067.114970144835,8.424390671551073,1200.9201525428468,-776.4752711369588
"Afghanistan, Islamic Republic of",2021.0,1.0,% of GDP (annualized),14.278,71.36842550964757,-3320.6087550431994,33.796969044567305,-2611.676310548701,-814.0978390487014
Albania,1999.0,1.0,% of GDP (annualized),3.264,-1838.235294117647,-3553.921568627451,,-2549.0196078431372,0.0
Albania,1999.0,2.0,% of GDP (annualized),3.264,0.0,784.3137254901961,,772.0588235294118,0.0
Albania,1999.0,3.0,% of GDP (annualized),3.264,-1568.6274509803923,1090.6862745098038,,1237.7450980392157,0.0
Albania,1999.0,4.0,% of GDP (annualized),3.264,-1642.1568627450981,-2450.9803921568628,,-674.0196078431372,0.0
Albania,2000.0,1.0,% of GDP (annualized),3.529,-2266.931141966563,-4137.149334088977,,-3105.695664494191,0.0
Albania,2000.0,2.0,% of GDP (annualized),3.529,-3400.396712949844,-6755.454803060357,,-3468.404647208841,0.0
Albania,2000.0,3.0,% of GDP (annualized),3.529,-7140.8330971946725,-2402.9470104845564,,3683.7631056956648,827.4298668177954
Albania,2000.0,4.0,% of GDP (annualized),3.529,-3400.396712949844,-8058.94020969113,,-6404.08047605554,2006.2340606404082
Albania,2001.0,1.0,% of GDP (annualized),3.974,-6703.573225968796,-3200.805234021137,,2959.2350276799193,181.17765475591344
Albania,2001.0,2.0,% of GDP (annualized),3.974,-3432.3100150981377,-5656.768998490186,,-2405.6366381479615,634.121791645697
Albania,2001.0,3.0,% of GDP (annualized),3.974,-5525.91847005536,-2093.608454957222,,1791.6456970306995,1308.5052843482636
Albania,2001.0,4.0,% of GDP (annualized),3.974,-5203.824861600403,-120.78510317060886,,5183.694011071967,241.5702063412179
Albania,2002.0,1.0,% of GDP (annualized),4.408,-1996.3702359346642,-6338.475499092558,,-5624.319419237749,1503.6297640653356
Albania,2002.0,2.0,% of GDP (annualized),4.408,-2813.0671506352082,-5763.157894736842,,-3964.609800362976,923.774954627949
Albania,2002.0,3.0,% of GDP (annualized),4.408,-3729.582577132486,-4190.5626134301265,,-650.6352087114337,550.8166969147005
Albania,2002.0,4.0,% of GDP (annualized),4.408,-3711.4337568058068,-3076.2250453720503,,441.016333938294,362.9764065335753
Albania,2003.0,1.0,% of GDP (annualized),5.628,-2701.9189765458423,-3634.74374431484,,-2105.7831188706323,863.527931769723
Albania,2003.0,2.0,% of GDP (annualized),5.628,-3429.883913764513,-4204.8290277298765,,-165.45925753323738,-387.33482587064674
Albania,2003.0,3.0,% of GDP (annualized),5.628,-2984.145984363895,-1418.566977142349,,244.8508622322068,1007.3101634683724
Albania,2003.0,4.0,% of GDP (annualized),5.628,-3537.668798862828,-5002.659423289992,,-1287.9993664314284,114.57903340440654
Albania,2004.0,1.0,% of GDP (annualized),7.263,-1927.5781357565745,-1704.4310301991447,,-178.06221899562166,71.3281564091973
Albania,2004.0,2.0,% of GDP (annualized),7.263,-9129.910186784029,-12368.769844043783,,-2789.503358209737,-220.29464408646567
Albania,2004.0,3.0,% of GDP (annualized),7.263,-3957.5554199400954,858.8806691399119,,11134.229342556519,-6596.021258433155
Albania,2004.0,4.0,% of GDP (annualized),7.263,-3031.5601496524523,-8610.361205097473,,-12276.877552766737,6945.528899903621
Albania,2005.0,1.0,% of GDP (annualized),8.148,-2723.9446598573,-1670.0329914000727,,-1912.5809089526508,2708.812275282921
Albania,2005.0,2.0,% of GDP (annualized),8.148,-3110.256583835636,-7386.409549287969,,-4451.643559984704,338.7937592247084
Albania,2005.0,3.0,% of GDP (annualized),8.148,-3195.547308727761,1116.3157908581275,,6600.3449855870895,-2465.3443799435004
Albania,2005.0,4.0,% of GDP (annualized),8.148,-3656.4315511862737,-11333.06915229281,,-7247.353318745753,-304.178148324678
Albania,2006.0,1.0,% of GDP (annualized),9.002,-3043.5137759065983,-3537.9869984894335,,-282.5614633180071,-252.96735819486423
Albania,2006.0,2.0,% of GDP (annualized),9.002,-3633.99634887297,-5594.894546407115,,-2017.8078137390576,174.32253066028483
Albania,2006.0,3.0,% of GDP (annualized),9.002,-4275.00736382027,-695.4151277706185,,4785.751558337969,-1218.2955735044388
Albania,2006.0,4.0,% of GDP (annualized),9.002,-3028.3008541549525,-13426.690778184173,,-10058.750224104242,-220.81510490696732
Albania,2007.0,1.0,% of GDP (annualized),10.804,-4431.296753114142,-5883.586247263624,,-2171.4986926747424,-888.1895594224361
Albania,2007.0,2.0,% of GDP (annualized),10.804,-2790.1935886686965,-6115.548223134473,,-4434.7521171323215,
Albania,2007.0,3.0,% of GDP (annualized),10.804,-11406.09314719948,-12398.630517068148,,-3688.7913637253055,967.7897075157349
Albania,2007.0,4.0,% of GDP (annualized),10.804,-5340.031609369788,-7362.455278549381,,-3432.026684190007,-1035.1721584598297
Albania,2008.0,1.0,% of GDP (annualized),13.035,-4210.982234925957,-7942.179961147045,0.0,-2967.4028474208126,-629.1427130430683
Albania,2008.0,2.0,% of GDP (annualized),13.035,-6624.212451093207,-19091.23148446489,0.0,-12012.0778250863,-466.92596087456815
Albania,2008.0,3.0,% of GDP (annualized),13.035,-6763.654113052152,-9187.854894165896,0.0,-2569.6805384105273,179.1941137496917
Albania,2008.0,4.0,% of GDP (annualized),13.035,-9443.550129459152,-31465.019275028764,0.0,-23735.867817894137,1786.3880480437285
Albania,2009.0,1.0,% of GDP (annualized),12.187,-5306.801194611413,-10999.745941095038,0.0,-5195.619219543006,-443.4450313305427
Albania,2009.0,2.0,% of GDP (annualized),12.187,-14486.242997694322,-19870.541982598836,0.0,-4581.173118367736,-723.931839585799
Albania,2009.0,3.0,% of GDP (annualized),12.187,-8096.648066120871,-8909.581679952396,0.0,-1277.3803784956738,640.802725706209
Albania,2009.0,4.0,% of GDP (annualized),12.187,-3316.064289438359,-2603.469432623706,0.0,736.8492767198456,9.21667956397437
Albania,2010.0,1.0,% of GDP (annualized),12.079,-6793.296243118867,-4099.150240808753,0.0,1836.3973260689406,947.5077475403086
Albania,2010.0,2.0,% of GDP (annualized),12.079,-7182.861262298376,-6865.988889545979,0.0,-707.807876453563,960.295822869816
Albania,2010.0,3.0,% of GDP (annualized),12.079,-10319.336982040006,-6640.425156607921,0.0,3180.409653618743,569.8999957351506
Albania,2010.0,4.0,% of GDP (annualized),12.079,-10260.732950500136,-17076.033041065548,0.0,6135.209426828943,-12997.288240296859
Albania,2011.0,1.0,% of GDP (annualized),13.052,-4000.414230577687,-10298.278679512712,0.0,-5428.774247720653,-698.877648540453
Albania,2011.0,2.0,% of GDP (annualized),13.052,-7052.858713132792,-7678.231002728982,125.69189177356468,162.73792303314164,-894.3970404097864
Albania,2011.0,3.0,% of GDP (annualized),13.052,-6216.239690190157,-10324.897905812426,0.0,-4984.075171574667,1036.039948365026
Albania,2011.0,4.0,% of GDP (annualized),13.052,-8676.447575084281,-9068.127208473801,-206.16892095081218,2159.195953685259,-2324.874785952345
Albania,2012.0,1.0,% of GDP (annualized),12.47,-8060.878655234243,-9874.797100734246,-46.672449571279586,-3694.2715489483107,2077.975187218592
Albania,2012.0,2.0,% of GDP (annualized),12.47,-5830.20850247028,-3742.94124531122,0.0,3196.256437902489,-1089.2592027316869
Albania,2012.0,3.0,% of GDP (annualized),12.47,-5021.03050027753,-5363.920362716606,0.0,-1054.3361969033247,865.8470327555259
Albania,2012.0,4.0,% of GDP (annualized),12.47,-7865.8461928628685,-10232.96219326383,-106.06476543704888,-1801.4372514033673,-455.0386407377706
Albania,2013.0,1.0,% of GDP (annualized),12.936,-4677.329912023588,-7436.19501466296,93.92228739003188,-3627.8504398827986,934.7309384164478
Albania,2013.0,2.0,% of GDP (annualized),12.936,-10926.05904820764,-14663.400528118373,44.02574530533559,-7994.509879160616,4217.585619067103
Albania,2013.0,3.0,% of GDP (annualized),12.936,-12568.233733438401,-4797.1795543562275,0.0,7661.7295852777115,254.6812634695776
Albania,2013.0,4.0,% of GDP (annualized),12.936,-9728.01683866728,-10785.153813002467,-101.84201743197275,-182.6422957251081,-762.5526263914651
Albania,2014.0,1.0,% of GDP (annualized),13.404,-8622.835256947412,-8414.386378858433,0.0,-260.3567359660379,597.962173812109
Albania,2014.0,2.0,% of GDP (annualized),13.404,-5544.435852080905,-7587.747242036774,0.0,-4790.366390389137,585.4983177867147
Albania,2014.0,3.0,% of GDP (annualized),13.404,-9583.107889096951,-13453.376509047606,0.0,-3281.263103279913,-473.894297496002
Albania,2014.0,4.0,% of GDP (annualized),13.404,-8308.534474317372,-9464.725023780218,0.0,-5067.844253581021,3921.350786145926
Albania,2015.0,1.0,% of GDP (annualized),11.525,-9922.17356058296,-7967.9126371245675,0.0,2082.460440037264,-2313.8449333747385
Albania,2015.0,2.0,% of GDP (annualized),11.525,-7537.132832691661,-5429.206075991712,0.0,2684.489798614427,-1960.6212290251974
Albania,2015.0,3.0,% of GDP (annualized),11.525,-9571.08947505423,-16408.24336659436,0.0,-6934.381067245118,166.67515835140998
Albania,2015.0,4.0,% of GDP (annualized),11.525,-4562.028460403935,-13862.46911636949,0.0,-4573.05244385129,-4716.744366027165
Albania,2016.0,1.0,% of GDP (annualized),12.003,-4642.653743015653,-684.5361949834808,0.0,-2726.3930855994467,4081.5103385442144
Albania,2016.0,2.0,% of GDP (annualized),12.003,-9442.187798178786,-8715.518289658468,0.0,-393.2520126378712,-215.6300509488041
Albania,2016.0,3.0,% of GDP (annualized),12.003,-11253.921330273608,-27.536625944523536,0.0,9739.779019891594,212.85067621983615
Albania,2016.0,4.0,% of GDP (annualized),12.003,-9230.227482191951,-9808.757185703575,0.0,-4676.058914958761,4102.563031117221
Albania,2017.0,1.0,% of GDP (annualized),13.209,-6656.572845786819,-7506.540198116508,0.0,1270.114340222548,-4432.663578329364
Albania,2017.0,2.0,% of GDP (annualized),13.209,-7539.110952698494,-4348.447324038631,0.0,3915.237973620171,-720.2355764276131
Albania,2017.0,3.0,% of GDP (annualized),13.209,-12100.175479422624,-9276.990907132147,0.0,1745.4159879336473,1110.8486102133236
Albania,2017.0,4.0,% of GDP (annualized),13.209,-7890.596787904259,-15005.005007408192,0.0,-8103.094898499845,993.3217048981637
Albania,2018.0,1.0,% of GDP (annualized),15.337,-9307.308898182844,-4597.230972717763,0.0,4552.669249899923,177.92630333740286
Albania,2018.0,2.0,% of GDP (annualized),15.337,-6779.928071858724,-8802.905968448713,0.0,-5384.042248282348,3365.1040924996864
Albania,2018.0,3.0,% of GDP (annualized),15.337,-8150.3952645434965,-5226.346563413594,0.0,2544.3257497955346,396.1007783088531
Albania,2018.0,4.0,% of GDP (annualized),15.337,-7291.882164047727,-16361.858313229453,0.0,-2885.495563017539,-6043.078502966682
Albania,2019.0,1.0,% of GDP (annualized),15.582,-8814.146080642273,-9339.828505418105,0.0,-512.8537910042593,-5.248077452004926
Albania,2019.0,2.0,% of GDP (annualized),15.582,-6688.54624566808,-9182.291977923247,0.0,23.94226671800796,-2378.361314337056
Albania,2019.0,3.0,% of GDP (annualized),15.582,-7239.971158640539,-3451.2888849993196,0.0,1261.9426152164417,2665.464858830838
Albania,2019.0,4.0,% of GDP (annualized),15.582,-7062.40285265049,-2425.0898809523824,0.0,1171.193648119625,3689.5015627005514
Albania,2020.0,1.0,% of GDP (annualized),15.271,-6401.802024670943,-6407.000871341102,0.0,-443.34609103856974,581.4043526127952
Albania,2020.0,2.0,% of GDP (annualized),15.271,-6601.120722600885,-28037.958067684525,0.0,-18735.63139579331,-7515.947601293576
Albania,2020.0,3.0,% of GDP (annualized),15.271,-6837.258265716522,-3342.5439293729496,0.0,3489.2031344814613,324.8547319835759
Albania,2020.0,4.0,% of GDP (annualized),15.271,-6867.895536537549,-1889.4524253613547,0.0,182.47729724012416,5122.175228865334
Albania,2021.0,1.0,% of GDP (annualized),18.086,-5957.753636330035,-8787.939760825127,0.0,-5674.761670958244,3197.9157970121096
Albania,2021.0,2.0,% of GDP (annualized),18.086,-6039.756526226326,-688.0634007887969,0.0,3418.181630972879,2210.0703109832457
Albania,2021.0,3.0,% of GDP (annualized),18.086,-6512.265255563575,-4574.692871740869,0.0,-1364.0326601188447,3794.889029183849
Albania,2021.0,4.0,% of GDP (annualized),18.086,-7336.622514987589,-27483.566089961783,0.0,-8624.432568637034,-11251.898917294555
Albania,2022.0,1.0,% of GDP (annualized),19.185,-6247.5217917643995,-4638.283285770133,0.0,-1128.875783815481,3196.49351837373
Albania,2022.0,2.0,% of GDP (annualized),19.185,-6277.037274656654,-5114.3269965375675,0.0,-313.2081333383033,1717.2063214068842
Albania,2022.0,3.0,% of GDP (annualized),19.185,-6214.235492058944,-3235.0807357389185,0.0,1728.7075590936631,1676.0107413462126
Albania,2022.0,4.0,% of GDP (annualized),19.185,-7320.074340630697,-6336.844287203542,0.0,-4730.185526452957,5941.509632525409
Albania,2023.0,1.0,% of GDP (annualized),23.388,-4778.520136822504,-2785.3749620450844,0.0,2078.4791685414843,275.08743366092915
Albania,2023.0,2.0,% of GDP (annualized),23.388,-5696.992021549699,-11195.500744247487,0.0,413.72409948306813,-5715.425273506865
Albania,2023.0,3.0,% of GDP (annualized),23.388,-6498.6123982057525,681.507304205997,0.0,2112.840181026506,5820.6420070781305
Albania,2023.0,4.0,% of GDP (annualized),23.388,-6254.978586223987,-7150.070471629899,0.0,-5896.426988742159,5595.243646857426
Albania,2024.0,1.0,% of GDP (annualized),27.259,-4501.522232179608,-2835.73753896339,0.0,-216.84676876779264,2537.473651282782
Albania,2024.0,2.0,% of GDP (annualized),27.259,-5137.781778437133,-3861.1572391120803,0.0,2466.1921329609813,-676.3898085211072
Albania,2024.0,3.0,% of GDP (annualized),27.259,-5700.323861677277,-107.50158379718317,0.0,4346.641999139745,1904.728211866717
Albania,2024.0,4.0,% of GDP (annualized),27.259,-5991.977473494994,-9222.68295058513,0.0,-5650.12958655857,2849.829564547489
Albania,2025.0,1.0,% of GDP (annualized),28.372,-4383.69202030183,-14025.381305960445,0.0,-737.5142326774427,-8281.494056290921
Algeria,2014.0,1.0,% of GDP (annualized),238.943,-684.1540021427699,-1363.7077978781301,,-679.5537957353599,
Algeria,2014.0,2.0,% of GDP (annualized),238.943,-577.3413197039681,-1204.5715926727396,,-627.230272968775,
Algeria,2014.0,3.0,% of GDP (annualized),238.943,-608.8905671237039,-378.23205862528215,,230.65850849843298,
Algeria,2014.0,4.0,% of GDP (annualized),238.943,-675.4549504444665,-3334.691410921746,,-2659.236460477282,
Algeria,2015.0,1.0,% of GDP (annualized),187.494,4417.219707394638,5720.363814763025,,1303.144107368406,
Algeria,2015.0,2.0,% of GDP (annualized),187.494,-1680.6842173716536,-4437.574234435775,,-2756.890017064115,
Algeria,2015.0,3.0,% of GDP (annualized),187.494,-553.8941343710321,-903.0501628242483,,-349.15602845322064,
Algeria,2015.0,4.0,% of GDP (annualized),187.494,-819.5786115735503,-69.53428507954388,,750.0443264940077,
Algeria,2016.0,1.0,% of GDP (annualized),180.764,-759.4582735357976,-192.44124319276625,,567.0170303430457,
Algeria,2016.0,2.0,% of GDP (annualized),180.764,-1091.1966255723587,373.8344431697329,,1465.0310687421013,
Algeria,2016.0,3.0,% of GDP (annualized),180.764,-947.1382471131957,-46.19361208956429,,900.9446350236383,
Algeria,2016.0,4.0,% of GDP (annualized),180.764,-724.4194006435285,69.89605276727224,,794.3154534108018,
Algeria,2017.0,1.0,% of GDP (annualized),190.004,-574.0078659588885,-51.039287125871034,,522.9685788330016,
Algeria,2017.0,2.0,% of GDP (annualized),190.004,-706.6695456507158,-2198.841436909739,,-1492.1718912590104,
Algeria,2017.0,3.0,% of GDP (annualized),190.004,-619.0483453045468,503.38742467036485,,1122.4357699749207,
Algeria,2017.0,4.0,% of GDP (annualized),190.004,-708.2401296332744,1041.8154378442243,,1750.0555674774996,
Algeria,2018.0,1.0,% of GDP (annualized),194.507,-713.8483670979175,-127.48896772728384,,586.3593993706285,
Algeria,2018.0,2.0,% of GDP (annualized),194.507,-533.4458090283782,584.6280431003182,,1118.073852128687,
Algeria,2018.0,3.0,% of GDP (annualized),194.507,-738.7242837386534,-2524.0716905533354,,-1785.3474068146686,
Algeria,2018.0,4.0,% of GDP (annualized),194.507,711.1963918959782,463.6121065582894,,-247.5842853376954,
Algeria,2019.0,1.0,% of GDP (annualized),193.361,-969.6391237647623,-101.64208457769044,,867.9970391870685,
Algeria,2019.0,2.0,% of GDP (annualized),193.361,-557.5480154630565,-474.9137256119465,,82.63428985110983,
Algeria,2019.0,3.0,% of GDP (annualized),193.361,-558.1979344832752,-1172.2901752059495,,-614.0922407226828,
Algeria,2019.0,4.0,% of GDP (annualized),193.361,-707.4255016317775,1646.517884045668,,2353.9433856774326,
Algeria,2020.0,1.0,% of GDP (annualized),164.774,-756.0917476765737,-3942.8284134995133,,-3186.736665822924,
Algeria,2020.0,2.0,% of GDP (annualized),164.774,-466.2617716786954,-636.1892018634056,,-169.9274301847144,
Algeria,2020.0,3.0,% of GDP (annualized),164.774,-516.9422995030087,-1608.345155233806,,-1091.4028557307904,
Algeria,2020.0,4.0,% of GDP (annualized),164.774,-1002.187142176818,364.3576813456734,,1366.544823522499,
Algeria,2021.0,1.0,% of GDP (annualized),185.85,-492.5333025406338,754.1548495550734,,1246.68815209571,0.0
Algeria,2021.0,2.0,% of GDP (annualized),185.85,-462.1253766295963,8.15510659140662,,470.2804832210112,0.0
Algeria,2021.0,3.0,% of GDP (annualized),185.85,-348.8612323207047,-5877.614744176456,,219.40583884786696,0.0
Algeria,2021.0,4.0,% of GDP (annualized),185.85,-676.0471307903078,-1675.8762170296823,,-999.8290862393741,0.0
Algeria,2022.0,1.0,% of GDP (annualized),225.709,-266.8930753091527,2009.2487690084117,,2276.141844317561,0.0
Algeria,2022.0,2.0,% of GDP (annualized),225.709,-356.0533513725475,1401.4128188362997,,1757.4661702088492,0.0
Algeria,2022.0,3.0,% of GDP (annualized),225.709,984.1077517052329,-717.1531694976452,,-1701.260921202874,0.0
Algeria,2022.0,4.0,% of GDP (annualized),225.709,-636.830182385039,-1028.3731176671238,,-391.54293528208757,0.0
Algeria,2023.0,1.0,% of GDP (annualized),247.789,-288.3505644449859,-2896.7252604892165,,-2608.3746960442363,0.0
Algeria,2023.0,2.0,% of GDP (annualized),247.789,-460.7161112389684,-1542.7565834144225,,-1082.0404721754485,0.0
Algeria,2023.0,3.0,% of GDP (annualized),247.789,-235.56590673678522,2719.08617387276,,2954.652080609554,0.0
Algeria,2023.0,4.0,% of GDP (annualized),247.789,-711.0486798110744,284.70096175024094,,995.7496415613159,0.0
Algeria,2024.0,1.0,% of GDP (annualized),264.913,-521.2859393351126,-909.6832922640124,,-388.3973529289,
