COUNTRY,YEAR,QUARTER,UNIT,"Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Gross domestic product (GDP), Current prices, US dollar"
Austria,2010.0,3.0,"US dollar, Nominal (Current Prices)",6642397681.818216,-313722572.7272744,-367946227.2727292,-9733145990.90914,3143680924.242441,390146000000.0
Austria,2010.0,4.0,"US dollar, Nominal (Current Prices)",4433392290.9091,703583703.0303047,431929763.6363645,-5158708309.090919,995611687.87879,390146000000.0
Austria,2011.0,1.0,"US dollar, Nominal (Current Prices)",2993160068.749998,7681258585.937495,-1600547203.124999,9709986365.624994,-3419972656.249998,428879000000.0
Austria,2011.0,2.0,"US dollar, Nominal (Current Prices)",-1916830457.142851,-2491016157.142849,-303642061.9047609,5629610171.428552,-5900153809.52379,428879000000.0
Austria,2011.0,3.0,"US dollar, Nominal (Current Prices)",8043931054.545284,-6393893915.151379,291016824.2424181,-2886152290.90903,-11842689503.03005,428879000000.0
Austria,2011.0,4.0,"US dollar, Nominal (Current Prices)",6041081154.687502,6302623164.062501,575662051.5625002,814285431.2500002,-1131101782.8125,428879000000.0
Austria,2012.0,1.0,"US dollar, Nominal (Current Prices)",3899698653.846223,-1455013615.384641,85203500.0000015,-8055007807.69245,2616402861.538508,407008000000.0
Austria,2012.0,2.0,"US dollar, Nominal (Current Prices)",6271274216.128856,1048202351.612874,-896994677.4193296,2756336501.612826,-7082413688.709479,407008000000.0
Austria,2012.0,3.0,"US dollar, Nominal (Current Prices)",-585114479.999993,3399415109.230728,531353961.5384552,411330478.4615336,3043095393.846118,407008000000.0
Austria,2012.0,4.0,"US dollar, Nominal (Current Prices)",3639819356.249999,2413147068.749999,-1089222750.0,5896066481.249998,-6033516018.749998,407008000000.0
Austria,2013.0,1.0,"US dollar, Nominal (Current Prices)",4779356467.742066,7478722209.677623,-2155266580.64522,5859631016.129192,-1003678064.516156,426587000000.0
Austria,2013.0,2.0,"US dollar, Nominal (Current Prices)",-425831549.2063341,3679654828.571298,-674015580.952357,5406493196.825205,-626991238.0952158,426587000000.0
Austria,2013.0,3.0,"US dollar, Nominal (Current Prices)",884551430.303039,869985463.636372,-836880993.9394021,6468613378.787942,-5647622530.303085,426587000000.0
Austria,2013.0,4.0,"US dollar, Nominal (Current Prices)",7083899273.437495,453206235.9374996,-1393643199.999999,-9842605099.999992,4605555262.499997,426587000000.0
Austria,2014.0,1.0,"US dollar, Nominal (Current Prices)",-717687034.9206108,973808171.4285396,-468414057.1428414,-5601793841.269653,7763072736.507676,438669000000.0
Austria,2014.0,2.0,"US dollar, Nominal (Current Prices)",-419548209.6774312,903536830.645187,1000882983.870996,9594765919.355112,-9272563862.903488,438669000000.0
Austria,2014.0,3.0,"US dollar, Nominal (Current Prices)",-402969963.6363667,-1443533850.000011,-1507160686.363648,-12287932772.72737,12755855131.81828,438669000000.0
Austria,2014.0,4.0,"US dollar, Nominal (Current Prices)",-1043586914.0625,1334791406.25,-643649414.0625002,-2315888085.937501,5337915820.312502,438669000000.0
Austria,2015.0,1.0,"US dollar, Nominal (Current Prices)",3162209142.857262,2415576428.57152,1322091714.285764,-7465201000.00028,5396476571.428774,379584000000.0
Austria,2015.0,2.0,"US dollar, Nominal (Current Prices)",-2586334064.516046,-2589649877.419272,717320858.0644932,-2367490412.90315,1646853741.935431,379584000000.0
Austria,2015.0,3.0,"US dollar, Nominal (Current Prices)",3792949800.0,5537128650.0,-1123878150.0,-3354959700.0,6223016700.0,379584000000.0
Austria,2015.0,4.0,"US dollar, Nominal (Current Prices)",1802815686.153898,323104876.9230862,-1568427741.538506,-2964897972.307777,3053614904.615472,379584000000.0
Austria,2016.0,1.0,"US dollar, Nominal (Current Prices)",2066243951.612812,3294970354.838563,106893687.0967695,865067467.7418971,256765248.3870854,393579000000.0
Austria,2016.0,2.0,"US dollar, Nominal (Current Prices)",-5300630895.384685,-2195233587.692337,-525094453.8461607,-7840281275.384718,11471902272.30784,393579000000.0
Austria,2016.0,3.0,"US dollar, Nominal (Current Prices)",4089094621.212164,6243071553.030368,-103846477.2727284,-10085391212.12132,12342097992.42437,393579000000.0
Austria,2016.0,4.0,"US dollar, Nominal (Current Prices)",-77684062.50000001,3390046171.875,76605117.18750001,557814726.5625,2834389335.9375,393579000000.0
Austria,2017.0,1.0,"US dollar, Nominal (Current Prices)",-62823018.4615371,1562057086.153812,-144812381.5384584,-8358655846.153665,10126218738.46132,414780000000.0
Austria,2017.0,2.0,"US dollar, Nominal (Current Prices)",-1337986603.225818,3903746745.161324,-357090329.0322611,911462043.5483948,4687361633.871008,414780000000.0
Austria,2017.0,3.0,"US dollar, Nominal (Current Prices)",-2936519230.769251,7161583100.000049,-150349784.6153856,10075784784.61545,172667330.769232,414780000000.0
Austria,2017.0,4.0,"US dollar, Nominal (Current Prices)",-1682484185.714266,-618127499.9999927,-48272814.28571372,-5237011657.142796,6348463771.428497,414780000000.0
Austria,2018.0,1.0,"US dollar, Nominal (Current Prices)",-2599788214.285746,1524225714.285732,-338033928.5714326,2769419785.714319,1692628071.428592,452787000000.0
Austria,2018.0,2.0,"US dollar, Nominal (Current Prices)",1739576095.238129,774468809.5238246,-453957871.4285802,14297885.71428599,-524255809.5238197,452787000000.0
Austria,2018.0,3.0,"US dollar, Nominal (Current Prices)",783795636.9230514,4122485953.846019,-196530359.9999936,1268725578.461497,2267657999.999926,452787000000.0
Austria,2018.0,4.0,"US dollar, Nominal (Current Prices)",351555050.0000001,-3466469762.500001,90171587.5,-4629569100.000001,721372700.0000001,452787000000.0
Austria,2019.0,1.0,"US dollar, Nominal (Current Prices)",2093226742.85709,4463581714.285602,-81775542.85714076,3688985599.999906,-1237990857.142826,443033000000.0
Austria,2019.0,2.0,"US dollar, Nominal (Current Prices)",-614663900.0000001,-1206853800.0,204513400.0,1058525400.0,-1855228700.0,443033000000.0
Austria,2019.0,3.0,"US dollar, Nominal (Current Prices)",1279845730.303002,4186463227.272635,414754524.2424151,1960354493.939351,531508478.787867,443033000000.0
Austria,2019.0,4.0,"US dollar, Nominal (Current Prices)",1586483256.25,5379429268.75,970932181.2499998,3618023224.999999,-796009393.7499998,443033000000.0
Austria,2020.0,1.0,"US dollar, Nominal (Current Prices)",3798666929.687499,6209083739.0625,-471938881.2499999,11715772460.9375,-8832314109.374998,434050000000.0
Austria,2020.0,2.0,"US dollar, Nominal (Current Prices)",-886637387.0967691,-2208332870.967729,357959193.5483851,12121048999.99993,-13800703677.41928,434050000000.0
Austria,2020.0,3.0,"US dollar, Nominal (Current Prices)",8486290999.999957,5313867615.151488,750440609.0909052,-11954448768.18176,8031584774.242383,434050000000.0
Austria,2020.0,4.0,"US dollar, Nominal (Current Prices)",2719808492.30778,-2021962892.307757,675180529.230791,-6429722707.692515,1013963692.307725,434050000000.0
Austria,2021.0,1.0,"US dollar, Nominal (Current Prices)",274705257.1428529,3120555333.333285,197595009.5238065,9699023333.333183,-7051973114.285606,480786000000.0
Austria,2021.0,2.0,"US dollar, Nominal (Current Prices)",1373456822.222172,1946232933.333261,231522133.3333248,-4853523888.88871,5195983711.110919,480786000000.0
Austria,2021.0,3.0,"US dollar, Nominal (Current Prices)",6735654542.424332,-4241779745.458592,238117293.9393971,-12187597534.84865,954826772.7272856,480786000000.0
Austria,2021.0,4.0,"US dollar, Nominal (Current Prices)",1708427481.818245,-161237131.8181877,12578783.3333338,-16778953440.90971,14896710043.93994,480786000000.0
Austria,2022.0,1.0,"US dollar, Nominal (Current Prices)",1538950962.5,6105328053.125,183956237.5,6797407312.5,-2413864775.0,472339000000.0
Austria,2022.0,2.0,"US dollar, Nominal (Current Prices)",-3186504576.190534,-5193374314.285808,-104335933.3333352,-1198798580.952403,-704799876.1904889,472339000000.0
Austria,2022.0,3.0,"US dollar, Nominal (Current Prices)",-1177136948.484842,-3485090657.575737,-20139212.121212,-919355033.333328,-1368459463.636356,472339000000.0
Austria,2022.0,4.0,"US dollar, Nominal (Current Prices)",2937052962.499999,-6646638618.749996,915405318.7499996,-15842533074.99999,5344456693.749997,472339000000.0
Austria,2023.0,1.0,"US dollar, Nominal (Current Prices)",4632167566.154044,4844622784.615591,-93351535.38461936,18821600944.61619,-18513648178.46233,512509000000.0
Austria,2023.0,2.0,"US dollar, Nominal (Current Prices)",1011382820.967775,-1459918582.258112,804533804.838736,-12259614582.25847,8982690695.161585,512509000000.0
Austria,2023.0,3.0,"US dollar, Nominal (Current Prices)",1617419553.846211,2885450361.538565,-117551353.846158,7146686938.461792,-5760016338.461743,512509000000.0
Austria,2023.0,4.0,"US dollar, Nominal (Current Prices)",-1815849261.904804,3472583253.968335,294578269.8412767,5022882031.746149,-30102888.88888959,512509000000.0
Austria,2024.0,1.0,"US dollar, Nominal (Current Prices)",4983763714.285707,4653684374.603168,-266017888.8888885,23492094057.14282,-23557241295.23806,521269000000.0
Austria,2024.0,2.0,"US dollar, Nominal (Current Prices)",-1481563225.396879,1938091428.571498,-58142742.85714497,8565287396.825708,-5086413282.539867,521269000000.0
Austria,2024.0,3.0,"US dollar, Nominal (Current Prices)",-529402509.0909308,2710716581.818293,-805087218.1818511,7011837381.818469,-2966631072.727394,521269000000.0
Austria,2024.0,4.0,"US dollar, Nominal (Current Prices)",-1469757200.0,-570385425.0,9613237.500000002,-3653030250.000001,4542788787.500001,521269000000.0
Austria,2025.0,1.0,"US dollar, Nominal (Current Prices)",2994963253.968339,4723959960.317593,-443035674.6031872,4219888492.063612,-2047856111.111169,534301000000.0
Belgium,2002.0,1.0,"US dollar, Nominal (Current Prices)",390085564.5161086,4731869387.096525,1158860935.48381,5455061725.806165,-2272138838.709558,258200000000.0
Belgium,2002.0,2.0,"US dollar, Nominal (Current Prices)",-1081448150.793697,3282015968.254109,369364619.0476348,10981706285.71475,-6987606785.714584,258200000000.0
Belgium,2002.0,3.0,"US dollar, Nominal (Current Prices)",-1126395484.848468,-1139184254.545438,394484357.5757518,348248036.3636313,-755521163.6363527,258200000000.0
Belgium,2002.0,4.0,"US dollar, Nominal (Current Prices)",-7381291424.999995,-389751374.9999984,11992349.99999999,11422713374.99999,-4443165674.999997,258200000000.0
Belgium,2003.0,1.0,"US dollar, Nominal (Current Prices)",4335477904.761924,3956660157.142874,104094395.2380957,5165013652.380975,-5647925795.23812,318004000000.0
Belgium,2003.0,2.0,"US dollar, Nominal (Current Prices)",3826813685.48372,6750658554.838443,1510255148.387037,8034602879.031941,-6621013158.064255,318004000000.0
Belgium,2003.0,3.0,"US dollar, Nominal (Current Prices)",-593873599.999997,1252983315.151508,1408200278.787872,-10731340942.42419,11169997578.78782,318004000000.0
Belgium,2003.0,4.0,"US dollar, Nominal (Current Prices)",-3061638789.0625,574280207.8125,607571814.0624999,2519461201.5625,508885981.2499999,318004000000.0
Belgium,2004.0,1.0,"US dollar, Nominal (Current Prices)",1017276150.0,1215982425.0,1712123250.000001,-4296554550.000001,2783137575.000001,369047000000.0
Belgium,2004.0,2.0,"US dollar, Nominal (Current Prices)",1810525728.571373,6679551007.936303,914297423.8094956,-4445003285.714149,8399731141.269582,369047000000.0
Belgium,2004.0,3.0,"US dollar, Nominal (Current Prices)",-6365334860.60617,435027684.8484923,2462305575.757618,-263949381.8181863,4602006351.51523,369047000000.0
Belgium,2004.0,4.0,"US dollar, Nominal (Current Prices)",-6213286036.363695,2338417175.757598,498308654.5454592,-6693427187.878851,14746821745.45468,369047000000.0
Belgium,2005.0,1.0,"US dollar, Nominal (Current Prices)",-3394947348.386972,856276793.5483557,1968256458.064444,-27985695754.83768,30268663438.70857,385927000000.0
Belgium,2005.0,2.0,"US dollar, Nominal (Current Prices)",13037006203.07725,10522042776.92333,1322339307.692341,8374815615.384823,-12212118349.23107,385927000000.0
Belgium,2005.0,3.0,"US dollar, Nominal (Current Prices)",3674402690.909054,-2410564315.151492,487968484.84848,-13898562369.69683,7325626878.787806,385927000000.0
Belgium,2005.0,4.0,"US dollar, Nominal (Current Prices)",-14440115498.43749,2429067243.75,1664933076.562499,-4038146034.374998,19242395699.99999,385927000000.0
Belgium,2006.0,1.0,"US dollar, Nominal (Current Prices)",5866029206.153661,-2235078559.999929,376320381.5384497,-8386053230.768966,-91374916.92307404,408281000000.0
Belgium,2006.0,2.0,"US dollar, Nominal (Current Prices)",-1925112629.032264,7602307519.354862,132115572.5806456,-11913049916.12907,21308354491.93555,408281000000.0
Belgium,2006.0,3.0,"US dollar, Nominal (Current Prices)",-10296319138.46135,-2269522819.999958,-3583322947.692242,18834108523.07658,-7223989256.922945,408281000000.0
Belgium,2006.0,4.0,"US dollar, Nominal (Current Prices)",-2335112895.238186,4426662690.476363,-297688233.3333449,11830207714.28617,-4770743895.23828,408281000000.0
Belgium,2007.0,1.0,"US dollar, Nominal (Current Prices)",-8613170781.249996,2677527070.312499,-1201807304.687499,21429390664.06249,-8936885507.812496,470978000000.0
Belgium,2007.0,2.0,"US dollar, Nominal (Current Prices)",6476458361.290229,10593673980.64501,3116896696.774149,-10359097845.16114,11359416767.74177,470978000000.0
Belgium,2007.0,3.0,"US dollar, Nominal (Current Prices)",-10306466889.23054,-2527845784.615329,-1954958995.384572,3893432039.999914,5840148059.999871,470978000000.0
Belgium,2007.0,4.0,"US dollar, Nominal (Current Prices)",-650424907.8124996,-4484889787.499998,-1383420460.937499,-37190108370.31248,34739063951.56248,470978000000.0
Belgium,2008.0,1.0,"US dollar, Nominal (Current Prices)",18690088258.06512,1848042380.645222,-3116512312.903327,7604829180.645407,-21328865141.93617,517271000000.0
Belgium,2008.0,2.0,"US dollar, Nominal (Current Prices)",10868312362.49999,7620472574.999996,-1830913049.999999,-8026647824.999995,6609721087.499996,517271000000.0
Belgium,2008.0,3.0,"US dollar, Nominal (Current Prices)",7233139227.272598,-9605055045.454372,-440971659.0909012,-11355396477.27252,-5040321113.636274,517271000000.0
Belgium,2008.0,4.0,"US dollar, Nominal (Current Prices)",-3927495656.250001,-8202930525.000002,-514001109.3750001,24219995864.06251,-27981429623.43751,517271000000.0
Belgium,2009.0,1.0,"US dollar, Nominal (Current Prices)",4794525968.253904,-321806498.4126941,-2788121079.365042,27849942146.03137,-30179456393.65039,484488000000.0
Belgium,2009.0,2.0,"US dollar, Nominal (Current Prices)",-15830710485.48364,847903377.4193428,2309241674.193515,24296112372.5803,-9928103372.580503,484488000000.0
Belgium,2009.0,3.0,"US dollar, Nominal (Current Prices)",-14642027631.81772,-6605038425.469571,552097554.545437,26793895049.99915,-19307681059.09029,484488000000.0
Belgium,2009.0,4.0,"US dollar, Nominal (Current Prices)",-18336839755.38491,3854475544.615448,-811390749.2307822,3881078520.000062,19121627529.23108,484488000000.0
Belgium,2010.0,1.0,"US dollar, Nominal (Current Prices)",-27459019987.30088,-1371844673.015838,-2303924622.222163,30393550628.57065,-2003833599.999948,481949000000.0
Belgium,2010.0,2.0,"US dollar, Nominal (Current Prices)",9841964896.825453,3907558690.476213,2575811858.730173,-6164412100.000034,-2344535214.285727,481949000000.0
Belgium,2010.0,3.0,"US dollar, Nominal (Current Prices)",-18525124263.63646,-1618963400.000008,-2150871630.303041,13668234063.63643,5388798430.303058,481949000000.0
Belgium,2010.0,4.0,"US dollar, Nominal (Current Prices)",-22522828115.15156,-431929763.6363645,4074809.090909099,-4231010106.060614,26316475378.78793,481949000000.0
Belgium,2011.0,1.0,"US dollar, Nominal (Current Prices)",-9688098540.624994,-10792065714.06249,-777017787.4999995,20015047973.43749,-20343365348.43749,527106000000.0
Belgium,2011.0,2.0,"US dollar, Nominal (Current Prices)",-18343722099.99994,-3774659376.190464,1273569785.714281,454743561.9047604,12840749376.19043,527106000000.0
Belgium,2011.0,3.0,"US dollar, Nominal (Current Prices)",-2551341672.727219,240159515.15151,1480512775.757544,-652668799.999986,1962244509.090867,527106000000.0
Belgium,2011.0,4.0,"US dollar, Nominal (Current Prices)",-3935263532.812501,1003027087.499999,772492635.9375002,-24504059600.00001,28671205739.06251,527106000000.0
Belgium,2012.0,1.0,"US dollar, Nominal (Current Prices)",-6331275461.538573,-1596582507.692336,420774207.6923151,31873973938.4621,-27558744369.23126,498731000000.0
Belgium,2012.0,2.0,"US dollar, Nominal (Current Prices)",8576550537.096533,7915337317.741714,-1696601361.290275,9401785640.322315,-8366397498.386862,498731000000.0
Belgium,2012.0,3.0,"US dollar, Nominal (Current Prices)",7895294746.153752,-2816801118.461505,6006175132.307621,3576949844.615342,-20293970596.92283,498731000000.0
Belgium,2012.0,4.0,"US dollar, Nominal (Current Prices)",19543768199.99999,674280749.9999996,-7440428737.499998,-4476186824.999999,-6950278499.999998,498731000000.0
Belgium,2013.0,1.0,"US dollar, Nominal (Current Prices)",3515514483.871064,2514477677.419424,-256202032.2580715,20241281177.41991,-20984795322.58122,524106000000.0
Belgium,2013.0,2.0,"US dollar, Nominal (Current Prices)",-7565694273.015604,1106378288.888849,-1329743917.46027,34348669993.64957,-24346853514.28485,524106000000.0
Belgium,2013.0,3.0,"US dollar, Nominal (Current Prices)",5160324736.363686,6501717848.484912,-1300343569.696982,-67533118.18181884,2709269800.000026,524106000000.0
Belgium,2013.0,4.0,"US dollar, Nominal (Current Prices)",16161633789.06249,2557280832.812498,153790704.6874999,-16533181243.74999,2775037582.812498,524106000000.0
Belgium,2014.0,1.0,"US dollar, Nominal (Current Prices)",7708287466.666408,1440852596.825349,4306122209.523665,16954671384.12641,-27528228463.49114,538127000000.0
Belgium,2014.0,2.0,"US dollar, Nominal (Current Prices)",21476480903.22642,5672127266.129192,-341397072.5806548,-12431515088.71003,-3030070403.225892,538127000000.0
Belgium,2014.0,3.0,"US dollar, Nominal (Current Prices)",-9042964118.181889,-5599161600.000042,2244171540.909108,-4285532540.909123,5485163518.18186,538127000000.0
Belgium,2014.0,4.0,"US dollar, Nominal (Current Prices)",-5354163281.250002,556163085.9375001,-1975941210.937501,2053429101.562501,5831588671.875002,538127000000.0
Belgium,2015.0,1.0,"US dollar, Nominal (Current Prices)",4197134428.571586,-752263428.571457,1987642142.857218,27596130714.28675,-34533170714.28701,461091000000.0
Belgium,2015.0,2.0,"US dollar, Nominal (Current Prices)",11327922148.38673,8923957793.548101,-1887802812.903165,-4604558851.612756,4089502580.64503,461091000000.0
Belgium,2015.0,3.0,"US dollar, Nominal (Current Prices)",7115671650.0,1394009100.0,-2301115500.0,-1718610900.0,-1703047800.0,461091000000.0
Belgium,2015.0,4.0,"US dollar, Nominal (Current Prices)",4203649212.307812,-290246753.846162,-5423780849.230924,-10342641873.84645,11272526756.9234,461091000000.0
Belgium,2016.0,1.0,"US dollar, Nominal (Current Prices)",-39426138590.32083,487082574.1935268,292029145.1612774,6904009790.322275,32717182229.03081,474141000000.0
Belgium,2016.0,2.0,"US dollar, Nominal (Current Prices)",5089463878.461605,1399122641.53848,-59849475.38461617,6001886069.230848,-9633507066.153973,474141000000.0
Belgium,2016.0,3.0,"US dollar, Nominal (Current Prices)",-2789338712.121241,-2774822537.878817,-326055606.0606095,-4397284166.666712,4738972575.757625,474141000000.0
Belgium,2016.0,4.0,"US dollar, Nominal (Current Prices)",14142815156.25,-159683906.25,-4864964414.0625,5696831250.0,-15134365898.4375,474141000000.0
Belgium,2017.0,1.0,"US dollar, Nominal (Current Prices)",-11554111412.30744,2000753418.461496,876327867.6922888,13527180110.76894,-847578350.7692124,500733000000.0
Belgium,2017.0,2.0,"US dollar, Nominal (Current Prices)",12969873432.25818,577516458.0645211,62821446.77419409,-9792430782.258148,-2662747638.7097,500733000000.0
Belgium,2017.0,3.0,"US dollar, Nominal (Current Prices)",15538885161.53857,2134262176.923092,431081023.076926,-7809966546.1539,-6026912069.23081,500733000000.0
Belgium,2017.0,4.0,"US dollar, Nominal (Current Prices)",15034038185.71411,-3283728757.142819,-594579785.7142787,-39334101942.85668,21610914785.71403,500733000000.0
Belgium,2018.0,1.0,"US dollar, Nominal (Current Prices)",10825690214.28584,-470789071.4285771,2361320642.857171,-8475432500.000102,-5183596642.857205,542885000000.0
Belgium,2018.0,2.0,"US dollar, Nominal (Current Prices)",-3368343576.190542,1990980585.714325,2029108280.95242,2163746704.761947,1165277685.714308,542885000000.0
Belgium,2018.0,3.0,"US dollar, Nominal (Current Prices)",-1501305886.153797,-3982937769.230639,926832526.1538156,2139738830.769161,-5548203239.999818,542885000000.0
Belgium,2018.0,4.0,"US dollar, Nominal (Current Prices)",-356120700.0000001,-3791772325.000002,-53646387.50000001,-8863068062.500002,5481062825.000001,542885000000.0
Belgium,2019.0,1.0,"US dollar, Nominal (Current Prices)",14877469942.85676,-163551085.7142815,2510054857.142793,-840470857.1428357,-16709469257.14243,536787000000.0
Belgium,2019.0,2.0,"US dollar, Nominal (Current Prices)",3353120800.000001,-2238410400.0,-784342600.0000002,4825167800.000001,-9633480100.000002,536787000000.0
Belgium,2019.0,3.0,"US dollar, Nominal (Current Prices)",-9611630315.151302,929583866.666646,-58932948.48484718,12084590266.6664,-1485555078.787846,536787000000.0
Belgium,2019.0,4.0,"US dollar, Nominal (Current Prices)",-16043076668.75,-225849674.9999999,1888723262.5,-5687204806.249999,19616815643.75,536787000000.0
Belgium,2020.0,1.0,"US dollar, Nominal (Current Prices)",1971557756.249999,-5612544171.874998,828098364.0624998,-5529844601.562498,-2882355690.624999,529269000000.0
Belgium,2020.0,2.0,"US dollar, Nominal (Current Prices)",2211637109.677407,2626869774.193533,699397193.5483831,179530303.2258054,-463694832.2580619,529269000000.0
Belgium,2020.0,3.0,"US dollar, Nominal (Current Prices)",33898407.5757574,-550556895.4545426,347166449.9999982,-13075434039.39387,12142643375.75751,529269000000.0
Belgium,2020.0,4.0,"US dollar, Nominal (Current Prices)",4023646510.769361,4183494904.61552,-2561152996.92316,-11690404923.0773,14412599212.30816,529269000000.0
Belgium,2021.0,1.0,"US dollar, Nominal (Current Prices)",10925558209.52364,4853126209.523734,1078338619.047602,7139926990.47608,-14290697609.52359,598892000000.0
Belgium,2021.0,2.0,"US dollar, Nominal (Current Prices)",3662149577.777643,2236841444.444361,-780181355.5555269,692154711.1110857,-1336075644.444395,598892000000.0
Belgium,2021.0,3.0,"US dollar, Nominal (Current Prices)",15313771116.66687,-5207660792.868316,-3255841415.151559,-16583337084.84871,-711994284.8484944,598892000000.0
Belgium,2021.0,4.0,"US dollar, Nominal (Current Prices)",-6529532075.757817,-3108103009.091023,1953141993.939466,-22282742912.12203,23751029984.84936,598892000000.0
Belgium,2022.0,1.0,"US dollar, Nominal (Current Prices)",10034588418.75,3531062412.499999,-411658165.625,-6560731909.375,468864068.75,593906000000.0
Belgium,2022.0,2.0,"US dollar, Nominal (Current Prices)",18627158057.14319,-5219990623.809617,-1072104947.619067,-8396913328.57158,-14378130404.76216,593906000000.0
Belgium,2022.0,3.0,"US dollar, Nominal (Current Prices)",-70487242.424242,-10798645539.39389,-1335229763.636356,-16721587824.24233,7328659290.909048,593906000000.0
Belgium,2022.0,4.0,"US dollar, Nominal (Current Prices)",-5261794674.999997,5625099349.999997,1950211331.249999,3022776537.499999,5913906156.249997,593906000000.0
Belgium,2023.0,1.0,"US dollar, Nominal (Current Prices)",-4892908061.53867,-7918785415.384952,1306921495.384671,12306307578.46206,-16640179433.84686,644968000000.0
Belgium,2023.0,2.0,"US dollar, Nominal (Current Prices)",3344421987.096884,-6909845817.742162,-76207532.25806701,-1251980887.096815,-8927168064.51642,644968000000.0
